id,symbol,avg_diff|float,p_val|float,_hprdClass,_expr,_geneLists,class
SLC25A1,SLC25A1,0.44574,1.26e-05,Transport/cargo protein,"BrainSpLMD|6576;Eurexp|euxassay_007829|cervical, cervico-thoracic, clavicle, left, loop, mantle layer, right, submandibular gland primordium, thoracic, trigeminal V, ventral grey horn","OMIM|190315;HPO|6576|Autosomal recessive inheritance, Cerebellar hypoplasia, Delayed myelination, Dyspnea, Encephalopathy, Feeding difficulties, Global developmental delay, Irritability, L-2-hydroxyglutaric aciduria, Poor eye contact, Respiratory insufficiency, Seizures, Severe muscular hypotonia, Stridor, Ventriculomegaly",RGdiv2
TADA2A,TADA2A,0.444874,4.81e-06,Transcription regulatory protein,BrainSpLMD|6871,OMIM|602276,RGdiv2
CYP51A1P2,CYP51A1P2,0.44472,2.02e-09,"","","",RGdiv2
NFIA,NFIA,0.444676,0,Transcription factor,BrainSpLMD|4774;BrainSpMouseDev|17794,"SFARI||Autism, 4 - Minimal evidence;OMIM|600727;HPO|4774|Agenesis of corpus callosum, Anteverted nares, Arnold-Chiari type I malformation, Broad face, Broad forehead, Cognitive impairment, Cutis marmorata, Generalized hypotonia, Global developmental delay, Hydronephrosis, Hypoplasia of the corpus callosum, Inguinal hernia, Intellectual disability, Low-set ears, Macrocephaly, Narrow mouth, Phenotypic variability, Renal hypoplasia, Seizures, Short chin, Short nose, Sporadic, Syringomyelia, Thin upper lip vermilion, Ventriculomegaly, Vesicoureteral reflux",RGdiv2
ZNF609,ZNF609,0.44419,2.63e-05,Unclassified,"",OMIM|617474,RGdiv2
CAST,CAST,0.443532,0.000213744,Protease inhibitor,BrainSpLMD|831,"OMIM|114090;HPO|831|Angular cheilitis, Autosomal recessive inheritance, Epidermal acanthosis, Leukonychia, Palmoplantar keratoderma, Scaling skin",RGdiv2
MRPL51,MRPL51,0.442431,2.56e-07,Ribosomal subunit,BrainSpLMD|51258,OMIM|611855,RGdiv2
PLOD2,PLOD2,0.441234,4.71e-08,Enzyme: Hydroxylase,"BrainSpLMD|5352;Eurexp|euxassay_008722|axial skeleton, basisphenoid bone, clavicle, exoccipital bone, mesenchyme, nasal septum, otic capsule, petrous part, rib, sternum, tongue, trachea, turbinate","OMIM|601865;HPO|5352|Arthrogryposis multiplex congenita, Autosomal recessive inheritance, Elbow flexion contracture, Femoral bowing, Flexion contracture, Hydroxyprolinuria, Increased susceptibility to fractures, Inguinal hernia, Joint stiffness, Knee flexion contracture, Kyphosis, Osteopenia, Osteoporosis, Pectus carinatum, Platyspondyly, Pterygium, Recurrent fractures, Respiratory insufficiency, Scoliosis, Short stature, Talipes equinovarus, Triangular face, Wormian bones",RGdiv2
WASF2,WASF2,0.441179,6.77e-12,Cytoskeletal associated protein,BrainSpLMD|10163,OMIM|605875,RGdiv2
NMD3,NMD3,0.441126,6.85e-07,Unclassified,BrainSpLMD|51068,OMIM|611021,RGdiv2
TCEA2,TCEA2,0.44092,2.81e-08,Transcription factor,BrainSpLMD|6919,OMIM|604784,RGdiv2
SMAD5,SMAD5,0.439052,5.5e-11,Transcription regulatory protein,"BrainSpLMD|4090;Eurexp|euxassay_019553|incisor, lung, mantle layer, metanephros, molar, saccule, spleen primordium, submandibular gland primordium, ventricular layer, vibrissa;BrainSpMouseDev|16899",OMIM|603110,RGdiv2
FADS2,FADS2,0.438816,4.63e-08,Enzyme: Oxidase,BrainSpLMD|9415,OMIM|606149,RGdiv2
RYK,RYK,0.43815,2.65e-05,Receptor tyrosine kinase,BrainSpLMD|6259;BrainSpMouseDev|19950,OMIM|600524,RGdiv2
C14orf119,C14orf119,0.437709,0.00010352,Unclassified,"","",RGdiv2
ANXA7,ANXA7,0.437059,7.05e-06,Calcium binding protein,BrainSpLMD|310,OMIM|186360,RGdiv2
ABCF1,ABCF1,0.436452,2.31e-07,Translation regulatory protein,BrainSpLMD|23;Eurexp|euxassay_007589|embryo,OMIM|603429,RGdiv2
SRGAP2C,SRGAP2C,0.436192,1.87e-09,"","",OMIM|614704,RGdiv2
FAIM,FAIM,0.43526,5.39e-08,Unclassified,BrainSpLMD|55179,OMIM|617535,RGdiv2
STK39,STK39,0.434913,9.73e-08,Serine/threonine kinase,BrainSpLMD|27347,"SFARI||Autism, 4 - Minimal evidence;OMIM|607648",RGdiv2
TMEM230,TMEM230,0.4347,0.000824849,Integral membrane protein,BrainSpLMD|29058,OMIM|617019,RGdiv2
KPNA2,KPNA2,0.434694,8.93e-08,Transport/cargo protein,BrainSpLMD|3838,OMIM|600685,RGdiv2
ARSB,ARSB,0.434384,8.49e-06,Enzyme: Sulphatase,BrainSpLMD|411,"OMIM|611542;HPO|411|Abnormality of the heart valves, Anterior wedging of L1, Anterior wedging of L2, Autosomal recessive inheritance, Broad ribs, Cardiomyopathy, Cervical myelopathy, Coarse facial features, Constrictive median neuropathy, Depressed nasal bridge, Dermatan sulfate excretion in urine, Disproportionate short-trunk short stature, Dolichocephaly, Dysostosis multiplex, Epiphyseal dysplasia, Flared iliac wings, Genu valgum, Glaucoma, Hearing impairment, Hepatomegaly, Hip dysplasia, Hirsutism, Hydrocephalus, Hypoplasia of the odontoid process, Hypoplastic acetabulae, Hypoplastic iliac wing, Inguinal hernia, Joint stiffness, Lumbar hyperlordosis, Macrocephaly, Macroglossia, Metaphyseal irregularity, Metaphyseal widening, Opacification of the corneal stroma, Ovoid vertebral bodies, Prominent sternum, Recurrent upper respiratory tract infections, Splenomegaly, Split hand, Umbilical hernia",RGdiv2
SNX7,SNX7,0.433653,4.3e-06,Unclassified,BrainSpLMD|51375,OMIM|614904,RGdiv2
PEG10,PEG10,0.432364,0,Cell cycle control protein,BrainSpLMD|23089;BrainSpMouseDev|81989,OMIM|609810,RGdiv2
CAMK2D,CAMK2D,0.430884,4.68e-05,Serine/threonine kinase,"BrainSpLMD|817;Eurexp|euxassay_010500|facial VII, glossopharyngeal IX, mantle layer, mesenchyme, olfactory, trigeminal V, vagus X, ventricle, ventricular layer",OMIM|607708,RGdiv2
SPCS2,SPCS2,0.430789,3.44e-08,Protease,"","",RGdiv2
NUP62,NUP62,0.430575,3.03e-07,Transport/cargo protein,BrainSpLMD|23636,"OMIM|605815;HPO|23636|Autosomal recessive inheritance, Choreoathetosis, Developmental regression, Developmental stagnation, Dysphagia, Dystonia, Failure to thrive, Intellectual disability, Optic atrophy, Pendular nystagmus, Spasticity",RGdiv2
NDUFA11,NDUFA11,0.430167,5.3e-12,Enzyme: Oxidoreductase,BrainSpLMD|126328,"OMIM|612638;HPO|126328|Abnormal mitochondria in muscle tissue, Acute necrotizing encephalopathy, Ataxia, Autosomal recessive inheritance, Babinski sign, Blindness, Cerebellar atrophy, Cerebral edema, Coma, Developmental regression, Exercise intolerance, Failure to thrive, Feeding difficulties in infancy, Generalized hypotonia, Global developmental delay, Growth delay, Hepatic failure, Hyperreflexia, Hypertrophic cardiomyopathy, Hypoglycemia, Hyporeflexia, Increased CSF lactate, Lactic acidosis, Lethargy, Leukodystrophy, Mitochondrial inheritance, Muscle weakness, Nystagmus, Optic disc pallor, Phenotypic variability, Progressive macrocephaly, Ptosis, Respiratory failure, Seizures, Sensorineural hearing impairment, Skeletal muscle atrophy, Spasticity, Strabismus, Vomiting, X-linked dominant inheritance",RGdiv2
MITD1,MITD1,0.429757,4.54e-06,Unclassified,BrainSpLMD|129531,"",RGdiv2
PPWD1,PPWD1,0.429495,1.39e-07,Unclassified,BrainSpLMD|23398,"",RGdiv2
TMEM209,TMEM209,0.427887,5.01e-07,Integral membrane protein,BrainSpLMD|84928;Eurexp|euxassay_004682|ventricular layer,"",RGdiv2
KCNT2,KCNT2,0.427744,0.000163355,Ion channel,BrainSpLMD|343450,OMIM|610044,RGdiv2
CSE1L,CSE1L,0.427744,1.83e-06,Transport/cargo protein,"BrainSpLMD|1434;Eurexp|euxassay_000112|cortex, gland, glossopharyngeal IX, incisor, liver, lung, metanephros, physiological umbilical hernia, submandibular gland primordium, thymus primordium, trigeminal V, turbinate bones, vagus X, ventricular layer, vertebral axis muscle system, vibrissa",OMIM|601342,RGdiv2
DNAJC16,DNAJC16,0.427376,0.000306774,Unclassified,BrainSpLMD|23341;Eurexp|euxassay_003764|olfactory,"",RGdiv2
7-Sep,7-Sep,0.426788,0,"","","",RGdiv2
RPL13P12,RPL13P12,0.426453,0.000627485,"","","",RGdiv2
ESD,ESD,0.426161,5.43e-05,Enzyme: Esterase,BrainSpLMD|2098,OMIM|133280,RGdiv2
RNF180,RNF180,0.425883,1.97e-08,Unclassified,"Eurexp|euxassay_010508|dorsal root ganglion, facial VII, footplate, glossopharyngeal IX, lens, medulla, trigeminal V, ventricular layer, vestibulocochlear VIII, vibrissa",OMIM|616015,RGdiv2
FABP5P1,FABP5P1,0.42573,1.2e-13,"","","",RGdiv2
QARS,QARS,0.425464,0.000715558,Enzyme: Ligase,BrainSpLMD|5859,"OMIM|603727;HPO|5859|Autosomal recessive inheritance, CNS hypomyelination, Cerebellar vermis atrophy, Cerebral atrophy, Epicanthus, Generalized hypotonia, Global developmental delay, Hypoplasia of the corpus callosum, Hypotelorism, Low-set ears, Narrow forehead, Posteriorly rotated ears, Progressive, Progressive microcephaly, Sloping forehead, Status epilepticus, Ventriculomegaly",RGdiv2
GJC1,GJC1,0.424925,3.71e-14,Transport/cargo protein,"BrainSpLMD|10052;Eurexp|euxassay_012257|cortex, incisor, mantle layer, trachea, ventricular layer",OMIM|608655,RGdiv2
CLEC2D,CLEC2D,0.424505,1.01e-06,Cell surface receptor,BrainSpLMD|29121,OMIM|605659,RGdiv2
FAM219A,FAM219A,0.424302,2.02e-13,Unclassified,BrainSpLMD|203259,"",RGdiv2
CHD7,CHD7,0.424186,0,DNA binding protein,"Eurexp|euxassay_010758|marginal layer, olfactory, ventricular layer, vestibulocochlear VIII, vomeronasal organ","SFARI||Autism, No category;OMIM|608892;HPO|55636|Abnormality of body height, Abnormality of female internal genitalia, Abnormality of lymphocytes, Abnormality of the aortic valve, Abnormality of the cardiac septa, Abnormality of the inner ear, Abnormality of the soft palate, Abnormality of the voice, Absence of pubertal development, Absence of secondary sex characteristics, Alopecia, Anophthalmia, Anosmia, Anterior hypopituitarism, Anxiety, Aplasia/Hypoplasia of the earlobes, Aplasia/Hypoplasia of the eyebrow, Aplasia/Hypoplasia of the thymus, Atrial septal defect, Attention deficit hyperactivity disorder, Autism, Autosomal dominant inheritance, Bifid scrotum, Breast hypoplasia, Choanal atresia, Chorioretinal coloboma, Chronic diarrhea, Cleft lip, Cleft palate, Cleft upper lip, Coloboma, Cryptorchidism, Decreased fertility, Decreased testicular size, Decreased testosterone in males, Delayed eruption of teeth, Delayed puberty, Delayed skeletal maturation, Depressed nasal bridge, Depressivity, Desquamation of skin soon after birth, Dilatation of the aortic arch, Dimple chin, Double outlet right ventricle, Downslanted palpebral fissures, Dry skin, Duodenal atresia, Dysphagia, Edema, Eosinophilia, Erectile abnormalities, Erythroderma, Esophageal atresia, Eunuchoid habitus, External ear malformation, Facial asymmetry, Facial palsy, Failure to thrive, Feeding difficulties, Female hypogonadism, Fever, Gastroesophageal reflux, Gonadotropin deficiency, Gynecomastia, Hearing impairment, Hepatomegaly, Horseshoe kidney, Hydronephrosis, Hypocalcemia, Hypogonadotrophic hypogonadism, Hypoplasia of penis, Hypoplasia of the ovary, Hypoplasia of the uterus, Hyposmia, Hypothalamic gonadotropin-releasing hormone deficiency, Hypothyroidism, Impotence, Increased female libido, Intellectual disability, Interrupted aortic arch, Iris coloboma, Labial hypoplasia, Low-set, posteriorly rotated ears, Lymphadenopathy, Lymphopenia, Malar flattening, Male hypogonadism, Micropenis, Microphthalmia, Muscular hypotonia, Narrow face, Narrow mouth, Non-obstructive azoospermia, Nystagmus, Obsessive-compulsive behavior, Optic atrophy, Osteopenia, Osteoporosis, Overfolded helix, Parathyroid hypoplasia, Patent ductus arteriosus, Phenotypic variability, Pneumonia, Polyhydramnios, Posterior choanal atresia, Postnatal growth retardation, Primary amenorrhea, Pruritus, Ptosis, Pulmonic stenosis, Reduced bone mineral density, Secondary amenorrhea, Sensorineural hearing impairment, Severe combined immunodeficiency, Sparse body hair, Splenomegaly, Sporadic, Square face, Strabismus, Tetralogy of Fallot, Thickened skin, Tracheoesophageal fistula, Umbilical hernia, Ventricular septal defect, Wide intermamillary distance",RGdiv2
IFT80,IFT80,0.424107,0.000143061,Adapter molecule,BrainSpLMD|57560;Eurexp|euxassay_002024|ventricular layer,"OMIM|611177;HPO|57560|Abdominal distention, Abnormal pelvis bone ossification, Abnormality of cardiovascular system morphology, Abnormality of pelvic girdle bone morphology, Abnormality of the clavicle, Abnormality of the metaphysis, Abnormality of the ribs, Abnormality of the sternum, Absent or minimally ossified vertebral bodies, Ambiguous genitalia, Autosomal recessive inheritance, Brachydactyly, Broad palm, Cleft upper lip, Cone-shaped epiphysis, Congenital hepatic fibrosis, Cryptorchidism, Depressed nasal bridge, Disproportionate short-limb short stature, Epicanthus, Frontal bossing, Hydronephrosis, Hydrops fetalis, Hypoplasia of penis, Lethal skeletal dysplasia, Long philtrum, Macrocephaly, Mesomelia, Micrognathia, Micromelia, Narrow chest, Postaxial hand polydactyly, Renal hypoplasia, Respiratory insufficiency, Rhizomelia, Short foot, Short metacarpal, Short palm, Short ribs, Short thorax, Skeletal dysplasia, Urethrovaginal fistula, Uterus didelphys, Wide nose",RGdiv2
PRDX6,PRDX6,0.42341,3.58e-08,Enzyme: Peroxidase,"BrainSpLMD|9588;Eurexp|euxassay_018727|floor plate, floorplate, hepatic duct, left lung, liver, mandible, mantle layer, marginal layer, maxilla, metanephros, midgut, olfactory, pancreas, right lung, submandibular gland primordium, thymus primordium, ventricular layer",OMIM|602316,RGdiv2
HSD17B7,HSD17B7,0.422489,2.73e-09,Enzyme: Dehydrogenase,"Eurexp|euxassay_000551|dorsal root ganglion, marginal layer, neural retina, spleen primordium, testis",OMIM|606756,RGdiv2
SREK1,SREK1,0.422442,5.78e-14,RNA binding protein,BrainSpLMD|140890,OMIM|609268,RGdiv2
ILK,ILK,0.422393,3.11e-05,Serine/threonine kinase,BrainSpLMD|3611,OMIM|602366,RGdiv2
ZNF37BP,ZNF37BP,0.419999,6.43e-06,"",BrainSpLMD|100129482,"",RGdiv2
FAM21C,FAM21C,0.419648,1.47e-05,"","","",RGdiv2
HNRNPA2B1,HNRNPA2B1,0.419494,0,Ribonucleoprotein;RNA binding protein,BrainSpLMD|3181,"OMIM|600124;COSMIC||prostate;HPO|3181|Abnormality of the skeletal system, Behavioral abnormality, Centrally nucleated skeletal muscle fibers, Elevated serum creatine phosphokinase, Frontotemporal dementia, Muscle fiber atrophy, Muscular dystrophy, Myopathy, Myositis, Skeletal muscle atrophy",RGdiv2
SNRPEP4,SNRPEP4,0.419318,1.03e-05,"","","",RGdiv2
SNRPD1,SNRPD1,0.419198,1.74e-08,RNA binding protein,BrainSpLMD|6632,OMIM|601063,RGdiv2
H2AFV,H2AFV,0.418605,1.9e-12,DNA binding protein,"BrainSpLMD|94239;Eurexp|euxassay_010704|metanephros, ventricular layer","",RGdiv2
RPS27L,RPS27L,0.418223,1.09e-13,Unclassified,"BrainSpLMD|51065;Eurexp|euxassay_013950|epithelium, incisor, left lung, liver, metanephros, molar, olfactory, pancreas, primitive seminiferous tubules, rest of mesenchyme, right lung, skeletal muscle, submandibular gland primordium, thymus primordium, tongue, ventricular layer, vertebral axis muscle system, vibrissa, vomeronasal organ",OMIM|612055,RGdiv2
TRIM9,TRIM9,0.418191,9.99e-16,Unclassified,"BrainSpLMD|114088;Eurexp|euxassay_010509|mantle layer, molar, ventricular layer",OMIM|606555,RGdiv2
SREK1IP1,SREK1IP1,0.417953,3.53e-05,Regulatory/other subunit,BrainSpLMD|285672,"",RGdiv2
ORC3,ORC3,0.417362,1.84e-08,DNA binding protein,BrainSpLMD|23595,OMIM|604972,RGdiv2
LIX1L,LIX1L,0.416876,9.49e-08,Unclassified,BrainSpLMD|128077,"",RGdiv2
IDH2,IDH2,0.416298,0.000562893,Enzyme: Dehydrogenase,BrainSpLMD|3418,"OMIM|147650;COSMIC||glioblastoma;HPO|3418|Abnormality of the metaphysis, Autosomal dominant inheritance, Bone pain, Cardiomyopathy, D-2-hydroxyglutaric aciduria, Exostoses, Global developmental delay, Hemangiomatosis, Joint stiffness, Micromelia, Multiple enchondromatosis, Muscular hypotonia, Osteolysis, Scoliosis, Seizures, Short stature, Subcutaneous nodule, Venous thrombosis, Visceral angiomatosis",RGdiv2
HSPA14,HSPA14,0.415965,3.48e-05,Chaperone,BrainSpLMD|51182,OMIM|610369,RGdiv2
PEG3,PEG3,0.4159,4.94e-14,Transcription factor,BrainSpLMD|5178,OMIM|601483,RGdiv2
LRRCC1,LRRCC1,0.415328,0.000187666,Unclassified,"BrainSpLMD|85444;Eurexp|euxassay_007263|Meckel's cartilage, aortic valve, basisphenoid bone, exoccipital bone, mitral valve, orbito-sphenoid, skeletal muscle, temporal bone, tricuspid valve, turbinate bones, vault of skull",OMIM|617791,RGdiv2
PRPF38A,PRPF38A,0.415328,4.27e-07,Unclassified,"BrainSpLMD|84950;Eurexp|euxassay_001967|incisor, submandibular gland primordium, vibrissa",OMIM|617031,RGdiv2
TBC1D5,TBC1D5,0.414837,3.45e-07,Unclassified,BrainSpLMD|9779,"SFARI||Autism, 4 - Minimal evidence;OMIM|615740",RGdiv2
TOPBP1,TOPBP1,0.414429,5.92e-11,Cell cycle control protein;Transcription regulatory protein,BrainSpLMD|11073,OMIM|607760,RGdiv2
NUDCD2,NUDCD2,0.413785,1.98e-08,Unclassified,BrainSpLMD|134492;Eurexp|euxassay_006946|embryo,"",RGdiv2
MOB1A,MOB1A,0.413422,1.36e-07,Unclassified,BrainSpLMD|55233,OMIM|609281,RGdiv2
KIF5C,KIF5C,0.41341,2.51e-08,Motor protein,"BrainSpLMD|3800;Eurexp|euxassay_015929|cervical, cervico-thoracic, diencephalon, dorsal root ganglion, facial VII, glossopharyngeal IX, hindbrain, midbrain, neural retina, olfactory, spinal cord, telencephalon, trigeminal V, vestibulocochlear VIII, vomeronasal organ;BrainSpMouseDev|16347","SFARI||Autism, No category;OMIM|604593;HPO|3800|Absent speech, Arthrogryposis multiplex congenita, Autosomal dominant inheritance, Congenital onset, Cortical dysplasia, Fetal akinesia sequence, Global developmental delay, Hypoplasia of the corpus callosum, Intrauterine growth retardation, Microcephaly, Polymicrogyria, Seizures, Spastic tetraplegia, Variable expressivity",RGdiv2
DYNC2H1,DYNC2H1,0.413157,2.27e-09,Motor protein,"Eurexp|euxassay_014017|olfactory, ventricular layer","OMIM|603297;HPO|79659|Abdominal distention, Abnormal pelvis bone ossification, Abnormality of cardiovascular system morphology, Abnormality of pelvic girdle bone morphology, Abnormality of the clavicle, Abnormality of the metaphysis, Abnormality of the ribs, Abnormality of the sternum, Absent or minimally ossified vertebral bodies, Ambiguous genitalia, Brachydactyly, Cleft upper lip, Cone-shaped epiphysis, Congenital hepatic fibrosis, Cryptorchidism, Depressed nasal bridge, Disproportionate short-limb short stature, Epicanthus, Frontal bossing, Hydronephrosis, Hydrops fetalis, Hypoplasia of penis, Lethal skeletal dysplasia, Long philtrum, Macrocephaly, Micrognathia, Micromelia, Narrow chest, Postaxial hand polydactyly, Renal hypoplasia, Respiratory insufficiency, Short foot, Short palm, Short ribs, Short thorax, Skeletal dysplasia, Urethrovaginal fistula, Uterus didelphys, Wide nose",RGdiv2
ALYREF,ALYREF,0.412819,2.24e-10,Chaperone,BrainSpLMD|10189,OMIM|604171,RGdiv2
ANKRD40,ANKRD40,0.412586,5.61e-12,Unclassified,BrainSpLMD|91369,"",RGdiv2
CHD9,CHD9,0.411545,1.48e-09,DNA binding protein,BrainSpLMD|80205,OMIM|616936,RGdiv2
TCEA1P2,TCEA1P2,0.41144,4.63e-09,"","","",RGdiv2
NFATC2IP,NFATC2IP,0.41096,8.09e-07,Unclassified,BrainSpLMD|84901,OMIM|614525,RGdiv2
SS18,SS18,0.409957,3.29e-06,Transcription regulatory protein,BrainSpLMD|6760,OMIM|600192;COSMIC||synovial sarcoma,RGdiv2
POLR2E,POLR2E,0.409938,5.09e-05,RNA polymerase,"BrainSpLMD|5434;Eurexp|euxassay_011641|dorsal root ganglion, facial VII, glossopharyngeal IX, trigeminal V, vestibulocochlear VIII",OMIM|180664,RGdiv2
